"(61.0, 370.0)","(120.0, 284.0)","(176.5, 191.0)","(243.0, 113.0)","(338.0, 75.0)","(433.0, 108.0)","(479.0, 192.5)","(512.0, 287.0)","(575.0, 364.0)","(673.0, 400.0)","(772.0, 407.0)"
"(61.0, 370.0)","(120.0, 284.0)","(177.0, 191.0)","(243.0, 113.0)","(338.0, 75.0)","(433.0, 108.0)","(479.0, 193.0)","(512.0, 287.0)","(575.0, 364.0)","(673.0, 400.0)","(772.0, 407.0)"
"(62.0, 369.0)","(120.0, 284.0)","(177.0, 191.0)","(243.0, 113.0)","(339.0, 75.0)","(433.0, 108.0)","(479.0, 192.5)","(512.0, 287.0)","(575.0, 364.0)","(673.0, 400.0)","(772.0, 407.0)"
"(61.0, 369.0)","(120.0, 284.0)","(177.0, 191.0)","(243.0, 113.0)","(339.0, 75.0)","(433.0, 108.0)","(479.0, 192.0)","(512.0, 287.0)","(575.0, 364.0)","(674.0, 400.0)","(772.0, 407.0)"
"(61.0, 369.0)","(120.0, 284.0)","(177.0, 191.0)","(243.0, 113.0)","(338.0, 75.0)","(433.0, 108.0)","(479.0, 192.0)","(512.0, 287.0)","(575.0, 364.0)","(673.0, 399.0)","(772.0, 407.0)"
"(61.0, 370.0)","(120.0, 284.0)","(176.0, 191.0)","(243.0, 113.0)","(338.0, 75.0)","(433.0, 108.0)","(479.0, 192.0)","(512.0, 287.0)","(575.0, 364.0)","(673.0, 399.5)","(772.0, 407.0)"
"(61.0, 370.0)","(120.0, 284.0)","(177.0, 191.0)","(243.0, 113.0)","(338.0, 75.0)","(433.0, 108.0)","(479.0, 192.0)","(512.0, 287.0)","(575.0, 364.0)","(673.0, 399.5)","(772.0, 407.0)"
"(61.0, 369.0)","(120.0, 284.0)","(177.5, 190.0)","(243.0, 113.0)","(339.0, 75.0)","(433.0, 108.0)","(479.0, 192.0)","(512.0, 287.0)","(575.0, 364.0)","(673.0, 399.0)","(772.0, 407.0)"
"(61.0, 369.0)","(120.0, 284.0)","(178.0, 190.5)","(243.0, 113.0)","(339.0, 75.0)","(433.0, 108.0)","(479.0, 192.0)","(512.0, 287.0)","(575.0, 364.0)","(673.0, 399.5)","(772.0, 407.0)"
"(61.0, 370.0)","(120.0, 284.0)","(178.0, 190.5)","(243.0, 113.0)","(339.0, 75.0)","(433.0, 108.0)","(479.0, 192.0)","(512.0, 287.0)","(575.0, 364.0)","(673.0, 399.5)","(772.0, 407.0)"
"(61.0, 369.0)","(120.0, 284.0)","(177.5, 190.0)","(243.0, 113.0)","(339.0, 75.0)","(432.0, 108.0)","(479.0, 192.0)","(512.0, 287.0)","(575.0, 364.0)","(673.0, 399.0)","(772.0, 407.0)"
"(61.0, 370.0)","(120.0, 284.0)","(177.0, 191.0)","(243.0, 113.0)","(339.0, 75.0)","(432.5, 108.0)","(479.0, 192.0)","(512.0, 286.5)","(575.0, 364.0)","(673.0, 399.0)","(773.0, 407.0)"
"(61.0, 370.0)","(120.0, 284.0)","(178.0, 191.0)","(243.0, 113.0)","(339.0, 75.0)","(432.0, 108.0)","(479.0, 192.0)","(512.0, 287.0)","(575.0, 364.0)","(673.0, 399.0)","(773.0, 407.0)"
"(61.0, 369.0)","(120.0, 284.0)","(177.5, 191.0)","(243.0, 113.0)","(339.0, 75.0)","(432.0, 107.5)","(479.0, 191.0)","(512.0, 286.0)","(575.0, 364.0)","(673.0, 399.0)","(773.0, 407.0)"
"(61.0, 369.0)","(120.0, 283.5)","(177.0, 191.0)","(243.0, 113.0)","(339.0, 75.0)","(432.0, 108.0)","(479.0, 191.0)","(512.0, 287.0)","(575.0, 364.0)","(673.0, 399.0)","(773.0, 407.0)"
"(61.0, 369.0)","(120.0, 285.0)","(177.0, 191.0)","(243.0, 113.0)","(339.0, 75.0)","(432.0, 108.0)","(479.0, 191.0)","(511.5, 287.0)","(575.0, 364.0)","(673.0, 399.0)","(773.0, 407.0)"
"(61.0, 370.0)","(120.0, 284.0)","(176.5, 191.0)","(243.0, 113.0)","(339.0, 75.0)","(432.0, 108.0)","(479.0, 191.0)","(511.5, 287.0)","(575.0, 364.0)","(673.0, 399.0)","(773.0, 407.0)"
"(61.0, 370.0)","(120.0, 283.5)","(176.5, 191.0)","(243.0, 112.0)","(338.0, 75.0)","(432.0, 108.0)","(479.0, 191.0)","(511.5, 287.0)","(575.0, 364.0)","(673.0, 399.0)","(773.0, 407.0)"
"(61.0, 370.0)","(120.0, 283.0)","(176.5, 191.0)","(243.0, 112.0)","(338.0, 75.0)","(432.0, 108.0)","(479.0, 191.0)","(512.0, 287.0)","(575.0, 364.0)","(673.0, 399.0)","(773.0, 407.0)"
"(61.0, 369.0)","(120.0, 283.0)","(176.5, 190.5)","(243.0, 112.0)","(339.0, 75.0)","(432.5, 108.0)","(479.0, 191.0)","(512.0, 287.0)","(575.0, 364.0)","(673.0, 399.0)","(773.0, 407.0)"
"(61.0, 370.0)","(120.0, 283.0)","(176.5, 190.5)","(243.0, 112.0)","(339.0, 75.0)","(432.5, 108.0)","(479.0, 191.0)","(511.5, 287.0)","(575.0, 364.0)","(673.0, 399.0)","(773.0, 407.0)"
"(61.0, 369.0)","(120.0, 283.0)","(177.0, 190.5)","(243.0, 113.0)","(339.0, 75.0)","(432.0, 108.0)","(479.0, 191.0)","(512.0, 287.0)","(575.0, 364.0)","(673.0, 399.0)","(773.0, 407.0)"
"(61.0, 369.0)","(120.0, 283.0)","(176.5, 190.0)","(243.0, 112.0)","(339.0, 75.0)","(433.0, 108.0)","(479.0, 191.0)","(511.0, 287.0)","(575.0, 364.0)","(673.0, 399.0)","(773.0, 407.0)"
"(61.0, 370.0)","(120.0, 283.0)","(176.5, 190.0)","(243.0, 112.0)","(338.0, 75.0)","(433.0, 108.0)","(479.0, 191.0)","(511.0, 287.0)","(575.0, 364.0)","(673.0, 399.0)","(773.0, 407.0)"
"(61.0, 369.0)","(120.0, 283.0)","(176.5, 190.0)","(243.0, 112.0)","(339.0, 75.0)","(432.0, 108.0)","(479.0, 191.0)","(511.0, 287.0)","(575.0, 364.0)","(673.0, 399.0)","(773.0, 407.0)"
"(61.0, 370.0)","(120.0, 283.0)","(176.5, 190.5)","(243.0, 112.0)","(339.0, 75.0)","(433.0, 107.0)","(479.0, 191.0)","(511.0, 287.0)","(575.0, 364.0)","(673.0, 399.0)","(773.0, 407.0)"
"(61.0, 369.0)","(120.0, 283.0)","(176.5, 190.5)","(243.0, 112.0)","(338.0, 75.0)","(432.0, 108.0)","(479.0, 191.0)","(511.0, 287.0)","(575.0, 364.0)","(673.0, 399.0)","(773.0, 407.0)"
"(61.0, 370.0)","(120.0, 283.5)","(176.5, 190.0)","(243.0, 112.0)","(339.0, 75.0)","(432.0, 108.0)","(479.0, 192.0)","(511.0, 287.0)","(575.0, 364.0)","(673.0, 399.0)","(773.0, 407.0)"
"(61.0, 370.0)","(120.0, 283.0)","(176.5, 190.0)","(243.0, 112.0)","(338.0, 75.0)","(432.0, 108.0)","(479.0, 192.0)","(510.5, 287.0)","(575.0, 364.0)","(673.0, 399.0)","(773.0, 407.0)"
"(61.0, 370.0)","(120.0, 283.0)","(176.5, 190.0)","(243.0, 112.0)","(338.0, 75.0)","(432.0, 108.0)","(479.0, 192.0)","(510.5, 287.0)","(575.0, 364.0)","(673.0, 399.0)","(773.0, 407.0)"
"(61.0, 370.0)","(120.0, 283.0)","(176.5, 190.0)","(243.0, 112.0)","(338.0, 75.0)","(432.0, 108.0)","(479.0, 192.0)","(510.5, 287.0)","(574.0, 364.0)","(673.0, 399.0)","(773.0, 407.0)"
"(61.0, 370.0)","(120.0, 284.0)","(177.0, 190.0)","(242.0, 113.0)","(339.0, 75.0)","(432.0, 107.0)","(479.0, 192.0)","(511.5, 287.0)","(575.0, 364.0)","(673.0, 399.0)","(772.0, 407.0)"
"(61.0, 369.0)","(120.0, 283.0)","(177.0, 190.0)","(242.0, 113.0)","(339.0, 75.0)","(432.5, 107.0)","(479.0, 191.5)","(510.5, 287.0)","(575.0, 364.0)","(673.0, 399.0)","(772.0, 407.0)"
"(61.0, 369.0)","(120.0, 283.0)","(176.5, 190.0)","(242.0, 113.0)","(338.0, 75.0)","(432.5, 107.0)","(479.0, 192.0)","(510.5, 287.0)","(575.0, 364.0)","(673.0, 399.0)","(772.0, 407.0)"
"(61.0, 369.0)","(120.0, 283.0)","(177.0, 190.0)","(242.0, 113.0)","(338.0, 75.0)","(432.0, 107.0)","(479.0, 192.0)","(510.5, 287.0)","(575.0, 364.0)","(673.0, 399.0)","(771.0, 406.5)"
"(61.5, 369.0)","(120.0, 283.0)","(177.0, 190.0)","(242.0, 113.0)","(338.0, 75.0)","(432.5, 106.0)","(479.0, 192.0)","(510.5, 287.0)","(575.0, 364.0)","(673.0, 399.0)","(771.5, 406.5)"
"(61.5, 369.0)","(120.0, 283.0)","(177.0, 190.0)","(242.0, 113.0)","(339.0, 75.0)","(432.5, 106.0)","(479.0, 192.0)","(511.5, 287.0)","(575.0, 364.0)","(673.0, 399.0)","(771.5, 406.5)"
"(61.0, 369.0)","(120.0, 283.0)","(176.5, 190.0)","(242.0, 113.0)","(339.0, 75.0)","(432.5, 106.0)","(479.0, 192.0)","(512.0, 287.0)","(575.0, 364.0)","(673.0, 399.0)","(772.0, 406.5)"
"(61.0, 369.0)","(120.0, 283.0)","(177.0, 190.0)","(243.0, 113.0)","(339.0, 75.0)","(432.5, 106.0)","(479.0, 192.0)","(512.0, 287.0)","(575.0, 364.0)","(672.0, 399.0)","(772.0, 406.5)"
"(61.0, 369.0)","(120.0, 284.0)","(177.0, 190.0)","(243.0, 113.0)","(340.0, 75.0)","(432.0, 107.0)","(479.0, 192.0)","(512.0, 286.0)","(575.0, 364.0)","(673.0, 399.0)","(772.0, 406.0)"
"(61.0, 369.0)","(120.0, 284.0)","(177.0, 190.0)","(243.0, 113.0)","(339.0, 75.0)","(432.0, 107.5)","(479.0, 192.0)","(512.0, 286.5)","(575.0, 364.0)","(673.5, 399.0)","(772.0, 406.0)"
"(61.0, 369.0)","(120.0, 284.0)","(177.0, 190.0)","(242.5, 113.0)","(339.0, 75.0)","(432.0, 106.0)","(479.0, 192.0)","(512.0, 286.5)","(574.0, 364.0)","(673.0, 399.0)","(772.0, 406.0)"
"(61.0, 369.0)","(120.0, 284.0)","(177.0, 190.0)","(242.5, 113.0)","(340.0, 75.0)","(432.0, 107.5)","(479.0, 192.0)","(511.5, 287.0)","(575.0, 364.0)","(672.0, 399.0)","(772.0, 406.0)"
"(61.0, 369.0)","(120.0, 284.0)","(177.0, 190.0)","(242.5, 112.0)","(339.0, 75.0)","(432.0, 106.0)","(479.0, 192.0)","(511.5, 286.0)","(574.0, 364.0)","(672.0, 399.0)","(772.0, 406.0)"
"(61.0, 369.0)","(120.0, 284.0)","(177.0, 190.0)","(242.0, 113.0)","(339.0, 75.0)","(433.0, 107.5)","(479.0, 192.0)","(512.0, 286.0)","(575.5, 364.0)","(672.0, 399.0)","(772.0, 406.0)"
"(61.0, 369.0)","(120.0, 284.0)","(177.0, 190.0)","(242.0, 113.0)","(338.0, 75.0)","(432.0, 107.0)","(479.0, 192.0)","(510.5, 287.0)","(575.0, 364.0)","(672.0, 399.0)","(772.0, 407.0)"
"(61.0, 369.0)","(120.0, 284.0)","(177.0, 190.0)","(242.0, 113.0)","(338.0, 75.0)","(432.0, 107.0)","(479.0, 192.0)","(510.5, 287.0)","(575.0, 364.0)","(672.0, 399.0)","(772.0, 407.0)"
"(61.0, 369.0)","(120.0, 284.0)","(176.0, 190.0)","(242.0, 113.0)","(338.0, 75.0)","(432.0, 107.0)","(479.0, 192.0)","(510.5, 286.0)","(575.0, 364.0)","(674.0, 399.0)","(771.0, 406.5)"
"(61.0, 369.0)","(120.0, 283.0)","(176.0, 190.0)","(242.0, 113.0)","(338.0, 75.0)","(432.0, 108.0)","(479.0, 192.0)","(510.5, 287.0)","(575.0, 364.0)","(674.0, 399.0)","(772.0, 406.5)"
"(61.0, 369.0)","(120.0, 284.0)","(176.0, 190.0)","(242.0, 113.0)","(338.0, 75.0)","(432.0, 107.0)","(479.0, 192.0)","(510.5, 287.0)","(575.0, 364.0)","(673.0, 399.0)","(772.0, 406.5)"
"(61.0, 369.0)","(120.0, 284.0)","(176.0, 190.0)","(242.0, 113.0)","(338.0, 75.0)","(432.0, 108.0)","(479.0, 192.0)","(511.0, 287.0)","(575.0, 364.0)","(673.0, 399.0)","(772.0, 406.5)"
"(61.0, 369.0)","(120.0, 284.0)","(176.0, 190.0)","(242.0, 113.0)","(338.0, 75.0)","(432.0, 107.0)","(479.0, 192.0)","(511.0, 287.0)","(575.0, 364.0)","(673.0, 399.0)","(772.0, 406.5)"
"(61.0, 369.0)","(120.0, 285.0)","(176.5, 190.5)","(242.0, 113.0)","(338.0, 75.0)","(432.0, 108.0)","(479.0, 192.0)","(511.0, 287.0)","(575.0, 364.0)","(673.0, 399.0)","(772.0, 406.5)"
"(61.0, 369.0)","(120.0, 285.0)","(176.0, 190.0)","(242.0, 113.0)","(338.0, 75.0)","(432.0, 107.0)","(479.0, 192.0)","(511.0, 287.0)","(575.0, 364.0)","(673.0, 399.0)","(772.0, 406.5)"
"(61.0, 369.0)","(120.0, 284.0)","(176.0, 190.0)","(242.0, 113.0)","(338.0, 75.0)","(432.0, 107.5)","(479.0, 192.0)","(511.0, 286.5)","(575.0, 364.0)","(673.0, 399.0)","(772.0, 406.0)"
"(61.0, 369.0)","(120.0, 283.0)","(177.0, 190.0)","(242.0, 113.0)","(338.0, 75.0)","(432.0, 107.0)","(479.0, 192.0)","(510.5, 287.0)","(575.0, 364.0)","(673.0, 399.0)","(772.0, 406.5)"
"(61.0, 369.0)","(120.0, 283.0)","(176.0, 190.0)","(242.0, 113.0)","(338.0, 75.0)","(432.0, 107.5)","(479.0, 192.0)","(511.0, 287.0)","(575.0, 364.0)","(673.0, 399.0)","(772.0, 406.5)"
"(61.0, 369.0)","(120.0, 283.0)","(177.0, 190.0)","(243.0, 113.0)","(338.0, 75.0)","(432.0, 106.5)","(479.0, 192.0)","(511.0, 286.5)","(575.0, 364.0)","(673.0, 399.0)","(772.0, 406.0)"
"(61.0, 369.0)","(120.0, 283.5)","(176.0, 190.0)","(242.0, 113.0)","(339.0, 75.0)","(432.0, 106.5)","(479.0, 192.0)","(511.0, 286.5)","(575.0, 364.0)","(673.0, 399.0)","(772.0, 406.5)"
"(61.0, 369.0)","(120.0, 283.0)","(177.0, 190.0)","(242.0, 113.0)","(339.0, 75.0)","(432.0, 106.5)","(479.0, 192.0)","(511.0, 286.5)","(575.0, 364.0)","(673.0, 399.0)","(772.0, 406.5)"
"(61.0, 369.0)","(120.0, 284.0)","(177.0, 190.0)","(243.0, 113.0)","(338.0, 75.0)","(432.0, 106.0)","(479.0, 192.0)","(512.0, 286.0)","(575.0, 364.0)","(675.0, 399.0)","(772.0, 407.0)"
"(61.0, 369.0)","(120.0, 284.0)","(177.0, 190.0)","(243.0, 113.0)","(338.0, 75.0)","(432.0, 106.0)","(479.0, 192.0)","(512.0, 286.0)","(575.0, 364.0)","(674.0, 399.0)","(772.0, 407.0)"
"(61.0, 370.0)","(120.0, 283.0)","(177.0, 190.0)","(243.0, 113.0)","(338.0, 75.0)","(432.0, 106.0)","(479.0, 192.0)","(512.0, 286.0)","(575.0, 364.0)","(674.0, 399.0)","(772.0, 407.0)"
"(61.0, 370.0)","(120.0, 284.0)","(177.0, 190.0)","(243.0, 113.0)","(339.0, 75.0)","(432.0, 106.0)","(479.0, 192.0)","(512.0, 286.0)","(575.0, 364.0)","(674.0, 399.0)","(772.0, 407.0)"
