"(237.0, 872.0)","(347.0, 679.0)","(426.0, 459.0)","(525.0, 263.0)","(710.0, 142.0)","(922.0, 175.5)","(1057.0, 341.0)","(1150.0, 535.0)","(1272.0, 715.0)","(1462.0, 835.0)","(1663.0, 898.0)"
"(237.0, 872.0)","(347.0, 678.0)","(426.0, 459.0)","(524.5, 263.0)","(709.0, 141.5)","(922.0, 175.0)","(1058.0, 340.0)","(1150.0, 536.0)","(1272.0, 715.0)","(1463.0, 836.0)","(1664.0, 897.0)"
"(237.0, 872.0)","(347.0, 678.0)","(426.0, 458.0)","(525.0, 263.0)","(711.0, 141.5)","(922.0, 175.0)","(1058.0, 340.0)","(1150.0, 536.0)","(1272.0, 715.0)","(1462.0, 836.0)","(1663.0, 897.0)"
"(238.0, 873.0)","(347.0, 680.0)","(426.0, 458.0)","(524.5, 263.0)","(709.0, 141.5)","(923.0, 174.5)","(1057.0, 341.0)","(1150.0, 537.0)","(1272.0, 715.0)","(1463.0, 836.0)","(1662.0, 897.0)"
"(238.0, 873.0)","(347.0, 679.0)","(426.0, 458.0)","(524.5, 263.0)","(709.0, 141.0)","(923.0, 175.5)","(1057.0, 341.0)","(1150.0, 537.0)","(1272.0, 715.0)","(1462.0, 835.0)","(1662.0, 897.0)"
"(238.0, 872.0)","(347.0, 678.0)","(426.0, 460.0)","(524.5, 263.0)","(710.0, 141.0)","(923.0, 175.5)","(1057.0, 342.0)","(1150.0, 537.0)","(1271.0, 714.0)","(1460.0, 836.0)","(1663.0, 897.0)"
"(237.0, 872.0)","(346.0, 678.0)","(425.5, 460.0)","(524.0, 263.0)","(710.0, 141.0)","(923.0, 175.5)","(1058.0, 342.0)","(1150.0, 537.0)","(1271.0, 714.0)","(1460.0, 836.0)","(1662.5, 898.0)"
"(237.0, 872.0)","(346.5, 678.0)","(426.0, 459.0)","(524.5, 263.0)","(710.0, 141.5)","(923.0, 175.5)","(1058.0, 342.0)","(1150.0, 537.0)","(1271.0, 714.0)","(1462.0, 836.0)","(1663.0, 898.0)"
"(238.0, 872.0)","(346.5, 678.0)","(426.0, 459.0)","(524.5, 263.0)","(710.0, 141.0)","(922.0, 175.5)","(1058.0, 340.0)","(1150.0, 536.0)","(1272.0, 714.0)","(1462.0, 836.0)","(1663.0, 898.0)"
"(238.0, 872.0)","(347.0, 677.0)","(426.0, 458.0)","(524.5, 263.0)","(709.0, 141.0)","(922.0, 176.0)","(1058.0, 340.0)","(1149.0, 536.0)","(1272.0, 714.0)","(1463.5, 836.0)","(1662.0, 898.0)"
"(236.0, 872.0)","(346.0, 678.0)","(424.5, 459.0)","(523.5, 263.0)","(709.0, 141.0)","(922.0, 175.0)","(1058.0, 340.0)","(1149.0, 536.0)","(1272.0, 714.0)","(1463.0, 836.0)","(1663.0, 898.0)"
"(237.0, 872.0)","(346.0, 679.0)","(426.0, 460.0)","(524.0, 263.0)","(710.0, 141.0)","(922.0, 175.5)","(1058.0, 340.0)","(1149.0, 536.0)","(1272.0, 714.0)","(1463.0, 836.0)","(1661.0, 898.0)"
"(237.0, 872.0)","(345.5, 680.0)","(426.0, 459.0)","(524.0, 263.0)","(710.0, 141.0)","(921.0, 175.5)","(1058.0, 340.0)","(1149.0, 536.0)","(1272.0, 714.0)","(1463.0, 836.0)","(1662.0, 898.0)"
"(237.0, 872.0)","(346.0, 679.0)","(426.0, 460.0)","(523.0, 264.0)","(709.0, 141.0)","(922.0, 175.5)","(1059.0, 341.0)","(1149.0, 535.0)","(1272.0, 714.0)","(1462.0, 836.0)","(1662.5, 898.0)"
"(237.0, 873.0)","(346.0, 679.0)","(426.0, 461.0)","(523.0, 264.0)","(709.0, 141.0)","(923.0, 176.5)","(1059.0, 339.0)","(1149.0, 536.0)","(1272.0, 714.5)","(1463.0, 836.0)","(1662.5, 898.0)"
"(237.0, 872.0)","(346.0, 677.0)","(426.0, 460.0)","(523.0, 263.0)","(709.0, 141.0)","(923.0, 176.0)","(1059.0, 340.0)","(1150.0, 536.0)","(1272.0, 714.0)","(1463.0, 836.0)","(1662.0, 897.0)"
"(237.0, 872.0)","(346.5, 677.0)","(425.5, 462.0)","(523.0, 263.5)","(709.0, 141.0)","(923.0, 176.0)","(1059.0, 341.0)","(1150.0, 535.5)","(1273.0, 714.0)","(1463.0, 836.0)","(1662.0, 897.0)"
"(236.0, 872.0)","(346.5, 677.0)","(426.0, 462.0)","(523.5, 263.0)","(710.0, 141.0)","(923.0, 176.0)","(1059.0, 341.0)","(1150.0, 536.0)","(1272.0, 714.0)","(1462.0, 836.0)","(1661.0, 898.0)"
"(237.0, 872.0)","(345.0, 677.0)","(424.5, 460.5)","(523.5, 263.0)","(710.0, 141.0)","(923.0, 175.0)","(1059.0, 341.0)","(1150.0, 536.0)","(1272.0, 714.0)","(1461.0, 836.0)","(1662.0, 898.0)"
"(237.0, 872.0)","(345.0, 677.0)","(425.5, 460.0)","(523.0, 263.0)","(710.0, 141.0)","(923.0, 175.0)","(1059.0, 341.0)","(1150.0, 536.0)","(1272.0, 715.0)","(1462.0, 836.0)","(1661.0, 898.0)"
"(237.0, 872.0)","(345.0, 678.0)","(425.5, 460.0)","(523.0, 263.0)","(709.0, 141.0)","(923.0, 176.0)","(1059.0, 340.0)","(1150.0, 536.0)","(1272.0, 714.0)","(1461.5, 836.0)","(1662.0, 898.0)"
"(237.0, 873.0)","(345.0, 678.0)","(425.5, 460.0)","(523.5, 263.5)","(711.0, 141.0)","(922.0, 176.0)","(1059.0, 342.0)","(1150.0, 536.0)","(1272.0, 714.0)","(1461.5, 836.0)","(1661.5, 898.0)"
"(237.0, 873.0)","(345.0, 678.0)","(425.0, 464.0)","(523.0, 263.0)","(709.5, 141.0)","(921.0, 176.0)","(1059.0, 341.0)","(1150.0, 536.0)","(1272.0, 714.0)","(1461.5, 836.0)","(1662.5, 898.0)"
"(237.0, 873.0)","(345.0, 680.0)","(425.0, 464.0)","(523.0, 264.0)","(709.0, 141.5)","(922.0, 176.0)","(1059.0, 341.0)","(1150.0, 537.0)","(1273.0, 716.0)","(1461.0, 836.0)","(1661.0, 899.0)"
"(237.0, 872.0)","(345.5, 678.0)","(425.0, 458.0)","(523.0, 263.0)","(710.0, 141.0)","(922.0, 175.0)","(1059.0, 340.0)","(1150.0, 535.0)","(1272.0, 714.5)","(1463.0, 835.0)","(1661.0, 898.0)"
"(237.0, 872.0)","(345.0, 679.0)","(425.0, 461.0)","(523.0, 264.0)","(710.0, 141.0)","(922.0, 175.0)","(1059.0, 340.0)","(1150.5, 536.0)","(1273.0, 714.5)","(1462.0, 835.0)","(1661.0, 899.0)"
"(237.0, 872.0)","(345.0, 679.0)","(425.0, 461.0)","(523.0, 264.0)","(710.0, 141.0)","(922.0, 175.0)","(1059.0, 340.0)","(1150.5, 536.0)","(1273.0, 714.5)","(1462.0, 835.0)","(1661.0, 899.0)"
"(237.0, 872.0)","(345.0, 678.0)","(425.0, 461.0)","(523.0, 264.0)","(710.0, 141.0)","(922.0, 175.0)","(1059.0, 341.0)","(1150.5, 537.0)","(1273.0, 715.0)","(1462.0, 836.0)","(1661.0, 899.0)"
"(236.0, 872.0)","(345.0, 678.0)","(425.0, 461.0)","(523.0, 264.0)","(709.0, 141.0)","(923.0, 175.0)","(1059.0, 341.0)","(1150.5, 536.0)","(1273.0, 715.0)","(1461.0, 836.0)","(1662.0, 899.0)"
"(237.0, 872.0)","(345.0, 678.0)","(424.5, 461.0)","(523.0, 264.0)","(709.0, 141.0)","(922.0, 175.0)","(1059.0, 341.0)","(1150.5, 536.0)","(1273.0, 715.0)","(1461.0, 836.0)","(1661.5, 899.0)"
"(237.0, 872.0)","(345.0, 679.0)","(424.5, 461.0)","(523.0, 262.5)","(709.0, 141.0)","(922.0, 175.0)","(1059.0, 341.0)","(1150.0, 536.0)","(1273.0, 715.0)","(1461.0, 836.0)","(1662.5, 899.0)"
"(237.0, 872.0)","(345.0, 679.0)","(424.5, 461.0)","(523.0, 262.5)","(709.0, 141.0)","(922.0, 175.0)","(1059.0, 341.0)","(1150.0, 536.0)","(1273.0, 715.0)","(1462.0, 836.0)","(1663.5, 898.0)"
